index,duration,protocol,src_ip,dst_ip,src_port,dst_port,packet_count,byte_count,packets_per_sec,bytes_per_sec,mean_packet_size,std_packet_size,min_packet_size,max_packet_size,mean_inter_arrival_time,std_inter_arrival_time,syn_count,fin_count,rst_count,psh_count,ack_count,urg_count,syn_ratio,fin_ratio,rst_ratio,is_well_known_port,label,attack_type
6252,3.1868577314068354,TCP,10.0.1.15,10.0.1.10,31391,110,25,7254,7.844717934416161,2276.223355850193,290.16,86.05071387827576,145,435,0.12747430925627343,0.07198896648247838,1,1,0,7,23,0,0.04,0.04,0.0,1,0,normal
4684,1.5568353902655165,ICMP,10.0.1.12,10.0.2.3,0,0,1,64,0.6423286663784352,41.109034648219854,64.0,11.000826905460531,32,96,0.0,0.07111228712649986,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
1731,0.19534195251491582,ICMP,10.0.1.19,10.0.3.5,0,0,4,256,20.47691214561076,1310.5223773190887,64.0,12.00680932082622,32,96,0.048835488128728954,0.030572293005414208,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
4742,0.9353613212441442,ICMP,10.0.3.18,10.0.1.6,0,0,4,256,4.276422286394646,273.69102632925734,64.0,14.934250453162704,32,96,0.23384033031103604,0.03147985114896511,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
4521,0.6953629544855143,UDP,10.0.3.12,10.0.3.18,64389,161,10,980,14.380978934086023,1409.3359355404302,98.0,11.124269776813048,49,147,0.06953629544855143,0.08386631801520358,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
6340,1.0545685253084296,ICMP,10.0.2.2,10.0.1.18,0,0,3,192,2.844765350001879,182.06498240012024,64.0,18.335115115013494,32,96,0.3515228417694765,0.005080368752654176,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
576,0.2842826104227832,UDP,10.0.2.12,10.0.3.3,7122,161,1,820,3.5176263455327312,2884.45360333684,820.0,188.02534102209577,410,1230,0.0,0.03262102549210697,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
5202,1.9289047985320706,ICMP,10.0.1.1,10.0.1.18,0,0,1,64,0.5184289036768518,33.179449835318515,64.0,14.93081441996821,32,96,0.0,0.01217677188477792,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
6363,1.7539603087814457,ICMP,10.0.3.11,10.0.1.19,0,0,3,192,1.7104149877167023,109.46655921386895,64.0,7.8946101204331205,32,96,0.5846534362604819,0.006043794049040593,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
439,8.040907465206354,TCP,10.0.1.14,10.0.2.13,29519,25,46,35448,5.720747340899726,4408.45764652638,770.6086956521739,79.85054562231595,385,1155,0.17480233620013813,0.06851245693848902,1,1,0,1,44,0,0.021739130434782608,0.021739130434782608,0.0,1,0,normal
2750,0.4113040151652435,ICMP,10.0.1.12,10.0.2.3,0,0,1,64,2.431291607008127,155.60266284852014,64.0,9.607009941431027,32,96,0.0,0.050403718408037396,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
7487,0.393963462870379,TCP,192.168.100.1,10.0.2.18,59271,80,435,26100,1104.1633069996717,66249.7984199803,60.0,5.0,54,66,0.000905663133035354,0.001,435,0,0,0,0,0,1.0,0.0,0.0,1,1,syn_flood
5272,0.3389032869922169,ICMP,10.0.2.4,10.0.1.11,0,0,3,192,8.852082924969968,566.533307198078,64.0,10.747330623350683,32,96,0.11296776233073896,0.06701403535572852,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
5653,0.5987396394351868,ICMP,10.0.1.6,10.0.1.12,0,0,1,64,1.670175037923557,106.89120242710764,64.0,7.475456043419256,32,96,0.0,0.09879218214833564,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
3999,8.179299198851448,TCP,10.0.3.17,10.0.3.2,7236,3306,46,8305,5.623953700881783,1015.3681627352871,180.54347826086956,25.07586460764112,90,270,0.17781085214894451,0.03601514409969672,1,1,0,5,44,0,0.021739130434782608,0.021739130434782608,0.0,0,0,normal
6033,0.5457155551822536,UDP,10.0.1.4,10.0.2.5,43654,123,10,1233,18.324564702320576,2259.418827796127,123.3,35.25588320812121,61,184,0.05457155551822536,0.0033720114092039774,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
582,9.264921535926005,TCP,10.0.3.5,10.0.3.9,26357,22,8,40962,0.8634719645470177,4421.192326471867,5120.25,726.260344544361,2560,7680,1.1581151919907506,0.06936478242773061,1,1,0,5,6,0,0.125,0.125,0.0,1,0,normal
9930,1.2196696052619314,TCP,192.168.100.9,10.0.2.4,53572,80,118,113280,96.74751218766232,92877.61170015583,960.0,200.0,200,1500,0.010336183095440096,0.001,1,1,0,49,116,0,0.00847457627118644,0.00847457627118644,0.0,1,1,http_flood
7051,0.5611691441437454,TCP,192.168.100.1,10.0.2.18,57330,443,257,15420,457.9724360863443,27478.34616518066,60.0,5.0,54,66,0.0021835375258511497,0.001,257,0,0,0,0,0,1.0,0.0,0.0,1,1,syn_flood
8158,0.3933859297741185,TCP,192.168.100.6,10.0.1.6,27982,58947,4,240,10.168131845225865,610.0879107135519,60.0,2.0,54,66,0.09834648244352963,0.001,4,0,4,0,0,0,1.0,0.0,1.0,1,1,port_scan
9896,1.2126677517551225,TCP,192.168.100.9,10.0.2.4,17077,80,165,44715,136.0636495537971,36873.24902907901,271.0,200.0,200,1500,0.0073495015257886214,0.001,1,1,0,23,163,0,0.006060606060606061,0.006060606060606061,0.0,1,1,http_flood
2249,8.433187672125365,TCP,10.0.3.3,10.0.3.2,4416,25,26,37913,3.08305720337982,4495.690298143812,1458.1923076923076,269.6883640354896,729,2187,0.3243533720048217,0.0028745049370482254,1,1,0,2,24,0,0.038461538461538464,0.038461538461538464,0.0,1,0,normal
4640,4.191419080512602,TCP,10.0.2.9,10.0.3.3,21290,110,36,15276,8.588976503775728,3644.589029768834,424.3333333333333,109.67618155884718,212,636,0.11642830779201671,0.02164876710259465,1,1,0,8,34,0,0.027777777777777776,0.027777777777777776,0.0,1,0,normal
9485,3.8957290558454316,UDP,192.168.100.7,10.0.3.17,15196,60989,768,172032,197.13896654276755,44159.12850557993,224.0,100.0,100,1500,0.005072563874798739,0.0001,0,0,0,0,0,0,0.0,0.0,0.0,0,1,udp_flood
4947,0.2728583356530115,UDP,10.0.2.6,10.0.2.16,32907,161,1,1073,3.664905444822767,3932.4435422948295,1073.0,311.88196613689877,536,1609,0.0,0.05463101099356577,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
9920,1.0231743674728344,TCP,192.168.100.9,10.0.2.4,62553,80,58,28942,56.68633015431743,28286.4787470044,499.0,200.0,200,1500,0.017640937370221283,0.001,1,1,0,12,56,0,0.017241379310344827,0.017241379310344827,0.0,1,1,http_flood
1963,1.259162086816007,TCP,10.0.1.18,10.0.2.18,57794,110,39,32940,30.972978307040478,26160.253985484957,844.6153846153846,186.66839114932424,422,1266,0.03228620735425659,0.028298956745735345,1,1,0,3,37,0,0.02564102564102564,0.02564102564102564,0.0,1,0,normal
8243,0.23708165530412822,TCP,192.168.100.6,10.0.1.6,28907,45550,2,120,8.435912080310056,506.15472481860337,60.0,2.0,54,66,0.11854082765206411,0.001,2,0,2,0,0,0,1.0,0.0,1.0,0,1,port_scan
6590,1.659335696069632,ICMP,10.0.2.17,10.0.3.17,0,0,2,128,1.2053016184351841,77.13930357985178,64.0,8.480382104981533,32,96,0.829667848034816,0.010257125695098668,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
8847,0.09842560118640512,TCP,192.168.100.6,10.0.1.6,59141,3860,5,300,50.799791311720405,3047.987478703224,60.0,2.0,54,66,0.01968512023728102,0.001,5,0,5,0,0,0,1.0,0.0,1.0,0,1,port_scan
321,1.0092229742251297,ICMP,10.0.2.16,10.0.1.7,0,0,3,192,2.972583934985593,190.24537183907796,64.0,7.883732743693923,32,96,0.33640765807504325,0.02062832242794671,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
2678,0.2209107579348226,ICMP,10.0.1.3,10.0.2.9,0,0,4,256,18.10685924666538,1158.8389917865843,64.0,9.945235721152878,32,96,0.05522768948370565,0.06497834197704812,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
4625,9.859854827920783,TCP,10.0.2.1,10.0.3.16,45634,110,27,21889,2.738377032037264,2220.0124020097655,810.7037037037037,179.08014741641253,405,1216,0.3651798084415105,0.042738750353235,1,1,0,5,25,0,0.037037037037037035,0.037037037037037035,0.0,1,0,normal
4949,0.8397175633588319,UDP,10.0.2.2,10.0.3.16,63885,161,3,992,3.5726298113857915,1181.3495909649018,330.6666666666667,34.68410099698878,165,496,0.27990585445294397,0.09847405759357154,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
8328,0.31230974676666606,TCP,192.168.100.6,10.0.1.6,59161,2320,4,240,12.807797519647998,768.4678511788799,60.0,2.0,54,66,0.07807743669166652,0.001,4,0,4,0,0,0,1.0,0.0,1.0,1,1,port_scan
3337,5.3079335286785385,TCP,10.0.2.10,10.0.3.19,53402,25,12,30931,2.260766819170683,5827.314873647367,2577.5833333333335,768.2310607165463,1288,3866,0.4423277940565449,0.09653346888322714,1,1,0,9,10,0,0.08333333333333333,0.08333333333333333,0.0,1,0,normal
5589,0.7253514641188472,UDP,10.0.2.5,10.0.2.7,9710,53,9,987,12.4077780844258,1360.719663258696,109.66666666666667,23.865313078858716,54,164,0.08059460712431636,0.020971752371461025,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
251,0.7425236493989645,UDP,10.0.1.3,10.0.1.14,17833,53,7,223,9.42730915798594,300.32713460440925,31.857142857142858,4.2896101594781895,15,47,0.10607480705699493,0.0922410652836089,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
3973,2.9718623983114467,TCP,10.0.3.8,10.0.1.12,28779,3306,33,32249,11.104148031466714,10851.444541417275,977.2424242424242,273.2664455959817,488,1465,0.09005643631246808,0.02353270508079657,1,1,0,10,31,0,0.030303030303030304,0.030303030303030304,0.0,0,0,normal
6630,0.8475573730442115,UDP,10.0.2.19,10.0.3.9,25239,123,2,966,2.359722260236503,1139.745851694231,483.0,133.69141844381764,241,724,0.42377868652210576,0.03107141300852108,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
5547,0.9754177147023991,UDP,10.0.3.8,10.0.1.7,29106,161,2,993,2.050403606428454,1018.0253905917274,496.5,106.6936372558155,248,744,0.48770885735119957,0.011512922051138737,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
35,0.3370101360030402,ICMP,10.0.2.10,10.0.1.19,0,0,2,128,5.934539606790811,379.81053483461193,64.0,12.157281431867823,32,96,0.1685050680015201,0.016145359192569847,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
8362,0.18461414962818978,TCP,192.168.100.6,10.0.1.6,52421,23896,3,180,16.250108705329232,975.0065223197539,60.0,2.0,54,66,0.06153804987606326,0.001,3,0,3,0,0,0,1.0,0.0,1.0,1,1,port_scan
1513,0.3646135670246601,UDP,10.0.3.15,10.0.2.2,40148,161,9,873,24.68366735073053,2394.3157330208614,97.0,28.682054889517403,48,145,0.04051261855829556,0.06990085124420624,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
9317,0.7710665779876662,UDP,192.168.100.7,10.0.3.17,40644,56497,2115,2299005,2742.9537998129017,2981590.780396624,1087.0,100.0,100,1500,0.00036457048604617785,0.0001,0,0,0,0,0,0,0.0,0.0,0.0,0,1,udp_flood
39,1.2944179489467416,ICMP,10.0.2.1,10.0.2.2,0,0,2,128,1.5450960036728365,98.88614423506154,64.0,11.18619150142913,32,96,0.6472089744733708,0.09744228605963667,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
