index,duration,protocol,src_ip,dst_ip,src_port,dst_port,packet_count,byte_count,packets_per_sec,bytes_per_sec,mean_packet_size,std_packet_size,min_packet_size,max_packet_size,mean_inter_arrival_time,std_inter_arrival_time,syn_count,fin_count,rst_count,psh_count,ack_count,urg_count,syn_ratio,fin_ratio,rst_ratio,is_well_known_port,label,attack_type
6252,4.596744066601943,TCP,10.0.2.10,10.0.1.13,52390,25,35,42985,7.614084989916155,9351.184094044169,1228.142857142857,223.07450962440683,614,1842,0.13133554476005552,0.006927982175709041,1,1,0,4,33,0,0.02857142857142857,0.02857142857142857,0.0,1,0,normal
4684,0.9749412540398317,UDP,10.0.3.16,10.0.1.4,15145,161,6,790,6.1542169593685765,810.3052329835293,131.66666666666666,28.47230471224129,65,197,0.1624902090066386,0.05712624549654358,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
1731,0.35842616432901947,UDP,10.0.3.5,10.0.2.7,35477,161,8,1219,22.31979915577913,3400.979396361845,152.375,17.453936434160106,76,228,0.044803270541127434,0.07066558232255944,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
4742,0.7202891912173317,ICMP,10.0.2.14,10.0.2.3,0,0,1,64,1.388331259434756,88.85320060382439,64.0,10.232219004108872,32,96,0.0,0.0372374827234318,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
4521,7.582971565681656,TCP,10.0.2.6,10.0.1.15,7282,110,38,22818,5.011228074753313,3009.110584466345,600.4736842105264,81.45239112624533,300,900,0.199551883307412,0.03616536860106454,1,1,0,6,36,0,0.02631578947368421,0.02631578947368421,0.0,1,0,normal
6340,0.5791311118641621,UDP,10.0.2.2,10.0.2.17,7120,53,4,886,6.906898831811023,1529.8780912461416,221.5,52.33401657034029,110,332,0.14478277796604053,0.008254753767285055,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
576,7.77561504305175,TCP,10.0.3.18,10.0.2.16,31975,25,27,39052,3.472394125803214,5022.367977809893,1446.3703703703704,210.47841083712703,723,2169,0.28798574233525,0.08494041422196302,1,1,0,5,25,0,0.037037037037037035,0.037037037037037035,0.0,1,0,normal
5202,0.5541364789412616,ICMP,10.0.1.6,10.0.3.19,0,0,4,256,7.2184383306481426,461.9800531614811,64.0,10.976289926275063,32,96,0.1385341197353154,0.002518241420354727,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
6363,0.5318112080706816,ICMP,10.0.1.17,10.0.3.15,0,0,1,64,1.880366537643736,120.3434584091991,64.0,16.36880523072267,32,96,0.0,0.001165027575822874,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
439,0.7186733150622678,ICMP,10.0.2.8,10.0.1.18,0,0,2,128,2.7829056096603706,178.10595901826372,64.0,9.82128498095831,32,96,0.3593366575311339,0.029538916638407176,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
2750,0.5377635767935873,UDP,10.0.1.8,10.0.2.8,47347,53,9,1218,16.735979133548717,2264.9358427402594,135.33333333333334,23.14711827541514,67,203,0.05975150853262082,0.02022143487635624,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
7487,1.1434051727982484,TCP,192.168.100.1,10.0.1.10,2627,22,929,55740,812.485391968679,48749.12351812074,60.0,5.0,54,66,0.0012307913593092017,0.001,929,0,0,0,0,0,1.0,0.0,0.0,1,1,syn_flood
5272,0.8385853136408191,ICMP,10.0.2.7,10.0.2.16,0,0,2,128,2.3849690275599498,152.63801776383679,64.0,14.353735236553476,32,96,0.41929265682040956,0.0660361427509051,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
5653,7.794070276425932,TCP,10.0.2.12,10.0.2.14,26831,22,12,25623,1.5396319989948497,3287.499225853753,2135.25,513.9788059969934,1067,3202,0.6495058563688277,0.010858766351308075,1,1,0,7,10,0,0.08333333333333333,0.08333333333333333,0.0,1,0,normal
3999,5.272454419636631,TCP,10.0.2.1,10.0.2.11,13446,22,6,3782,1.137989923185246,717.3129815811,630.3333333333334,82.8045998266904,315,945,0.8787424032727719,0.03467286794013607,1,1,0,1,4,0,0.16666666666666666,0.16666666666666666,0.0,1,0,normal
6033,8.53691418182961,TCP,10.0.3.13,10.0.2.10,12239,25,21,6964,2.4599052482801618,815.7514356677641,331.6190476190476,45.17770723085302,165,497,0.40651972294426714,0.023694967170783343,1,1,0,2,19,0,0.047619047619047616,0.047619047619047616,0.0,1,0,normal
582,1.777655819766006,ICMP,10.0.2.8,10.0.3.15,0,0,1,64,0.5625385909245529,36.00246981917139,64.0,15.420796600482854,32,96,0.0,0.0939761927681086,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
9930,1.9172788844511301,TCP,192.168.100.2,10.0.3.4,54419,80,73,17155,38.074794747921146,8947.576765761469,235.0,200.0,200,1500,0.026264094307549727,0.001,1,1,0,23,71,0,0.0136986301369863,0.0136986301369863,0.0,1,1,http_flood
7051,1.6256690745049152,TCP,192.168.100.1,10.0.1.10,51943,22,299,17940,183.92427135950663,11035.456281570398,60.0,5.0,54,66,0.0054370203160699505,0.001,299,0,0,0,0,0,1.0,0.0,0.0,1,1,syn_flood
8158,0.15620785895218456,TCP,192.168.100.7,10.0.2.9,1856,31925,1,60,6.4017265629772275,384.10359377863364,60.0,2.0,54,66,0.15620785895218456,0.001,1,0,1,0,0,0,1.0,0.0,1.0,0,1,port_scan
9896,1.3848450640345427,TCP,192.168.100.2,10.0.3.4,35315,80,148,58904,106.8711611455102,42534.722135913056,398.0,200.0,200,1500,0.00935706124347664,0.001,1,1,0,22,146,0,0.006756756756756757,0.006756756756756757,0.0,1,1,http_flood
2249,7.544794443367906,TCP,10.0.1.18,10.0.2.19,40650,25,17,31889,2.25320916661202,4226.6227714171,1875.8235294117646,451.8055290014239,937,2813,0.44381143784517096,0.04021341859368817,1,1,0,7,15,0,0.058823529411764705,0.058823529411764705,0.0,1,0,normal
4640,0.24419257088015467,UDP,10.0.1.7,10.0.1.19,48785,53,5,892,20.475643390698853,3652.8547809006755,178.4,40.31252749867901,89,267,0.04883851417603093,0.0025922958038627954,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
9485,3.1257584594343157,UDP,192.168.100.1,10.0.1.1,12150,48535,2084,923212,666.718182817348,295356.15498808515,443.0,100.0,100,1500,0.0014998840976172341,0.0001,0,0,0,0,0,0,0.0,0.0,0.0,0,1,udp_flood
4947,1.4772762175590308,ICMP,10.0.3.1,10.0.1.1,0,0,2,128,1.353842955181861,86.6459491316391,64.0,15.301514245581393,32,96,0.7386381087795154,0.009607951880159109,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
9920,1.6336246071962597,TCP,192.168.100.2,10.0.3.4,22362,80,135,41040,82.63832425473585,25122.0505734397,304.0,200.0,200,1500,0.01210092301626859,0.001,1,1,0,28,133,0,0.007407407407407408,0.007407407407407408,0.0,1,1,http_flood
1963,0.2520755199437503,TCP,10.0.1.14,10.0.1.12,4873,443,39,10268,154.71553925070828,40733.824539135196,263.28205128205127,77.15112936549099,131,394,0.006463474870352572,0.006392287162054393,1,1,0,7,37,0,0.02564102564102564,0.02564102564102564,0.0,1,0,normal
8243,0.3163983559930962,TCP,192.168.100.7,10.0.2.9,55415,54788,2,120,6.321145360324312,379.26872161945874,60.0,2.0,54,66,0.1581991779965481,0.001,2,0,2,0,0,0,1.0,0.0,1.0,0,1,port_scan
6590,0.590623355292188,UDP,10.0.1.8,10.0.2.3,52838,53,6,1058,10.158758447728049,1791.327739616046,176.33333333333334,19.133350174321773,88,264,0.09843722588203134,0.02441841379993089,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
8847,0.36791113960900784,TCP,192.168.100.7,10.0.2.9,60726,38051,5,300,13.59023813552826,815.4142881316956,60.0,2.0,54,66,0.07358222792180157,0.001,5,0,5,0,0,0,1.0,0.0,1.0,1,1,port_scan
321,0.17310585197153558,UDP,10.0.1.6,10.0.3.4,38224,123,4,239,23.107248856368727,1380.6581191680316,59.75,10.64323851349697,29,89,0.043276462992883895,0.015537542284052724,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
2678,1.6057740484302216,ICMP,10.0.1.18,10.0.3.7,0,0,5,320,3.113763113115396,199.28083923938536,64.0,15.138479987781919,32,96,0.3211548096860443,0.06798760568987042,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
4625,0.8837321721338065,ICMP,10.0.1.1,10.0.2.18,0,0,1,64,1.13156455262397,72.42013136793408,64.0,11.15550182808467,32,96,0.0,0.05755975496992848,0,0,0,0,0,0,0.0,0.0,0.0,1,0,normal
